LotArea,Street,Alley,LotShape,LandContour,LandSlope,Neighborhood,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,MasVnrArea,ExterQual,ExterCond,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinType2,TotalBsmtSF,HeatingQC,CentralAir,Electrical,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscVal,MoSold,YrSold,SalePrice,MSZoning_C (all),MSZoning_FV,MSZoning_RH,MSZoning_RL,MSZoning_RM,LotConfig_Corner,LotConfig_CulDSac,LotConfig_FR2,LotConfig_FR3,LotConfig_Inside,Neighborhood_Blmngtn,Neighborhood_Blueste,Neighborhood_BrDale,Neighborhood_BrkSide,Neighborhood_ClearCr,Neighborhood_CollgCr,Neighborhood_Crawfor,Neighborhood_Edwards,Neighborhood_Gilbert,Neighborhood_IDOTRR,Neighborhood_MeadowV,Neighborhood_Mitchel,Neighborhood_NAmes,Neighborhood_NPkVill,Neighborhood_NWAmes,Neighborhood_NoRidge,Neighborhood_NridgHt,Neighborhood_OldTown,Neighborhood_SWISU,Neighborhood_Sawyer,Neighborhood_SawyerW,Neighborhood_Somerst,Neighborhood_StoneBr,Neighborhood_Timber,Neighborhood_Veenker,Condition1_Artery,Condition1_Feedr,Condition1_Norm,Condition1_PosA,Condition1_PosN,Condition1_RRA,Condition1_RRN,Condition2_Artery,Condition2_Feedr,Condition2_Norm,Condition2_PosA,Condition2_RRA,Condition2_RRN,Exterior1st_AsbShng,Exterior1st_AsphShn,Exterior1st_BrkComm,Exterior1st_BrkFace,Exterior1st_CBlock,Exterior1st_CemntBd,Exterior1st_HdBoard,Exterior1st_ImStucc,Exterior1st_MetalSd,Exterior1st_Plywood,Exterior1st_Stucco,Exterior1st_VinylSd,Exterior1st_Wd Sdng,Exterior1st_WdShing,Exterior2nd_AsbShng,Exterior2nd_AsphShn,Exterior2nd_Brk Cmn,Exterior2nd_BrkFace,Exterior2nd_CBlock,Exterior2nd_CmentBd,Exterior2nd_HdBoard,Exterior2nd_ImStucc,Exterior2nd_MetalSd,Exterior2nd_Plywood,Exterior2nd_Stone,Exterior2nd_Stucco,Exterior2nd_VinylSd,Exterior2nd_Wd Sdng,Exterior2nd_Wd Shng,MasVnrType_BrkCmn,MasVnrType_BrkFace,MasVnrType_None,MasVnrType_Stone,Foundation_BrkTil,Foundation_CBlock,Foundation_PConc,Foundation_Slab,Foundation_Stone,Foundation_Wood,Heating_Floor,Heating_GasA,Heating_GasW,Heating_Grav,Heating_OthW,Heating_Wall,SaleType_COD,SaleType_CWD,SaleType_Con,SaleType_ConLD,SaleType_ConLI,SaleType_ConLw,SaleType_WD,PC1,PC2,KMeans,Agglomerative,MDS1,MDS2
10920,1,0.0,3,4,1,NAmes,1.0,6,5,1960,1960,3,7,212.0,3,3,8.0,3.0,1.0,4.0,1.0,1253,3,1,5.0,1253,1,0,1,1,2,1,3,5,8,1,2.0,5.0,2.0,1,352,3.0,3.0,3,0,213,176,0,0,0,0.0,2.0,0,5,2008,157000,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.8014138994464471,2.4939901056666067,1,0,0.14184303638005566,-0.04734497527064195
6120,1,0.0,4,4,1,BrkSide,1.25,7,8,1929,2001,5,7,0.0,3,3,8.0,3.0,1.0,1.0,1.0,832,5,1,4.0,854,0,0,1,0,2,1,3,5,8,0,0.0,1.0,1.0,2,576,3.0,3.0,3,48,112,0,0,0,0,0.0,4.0,0,7,2007,132000,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3.80384888193328,-2.0790316493538707,0,2,-0.31845479059953347,-0.18057535851255058
11241,1,0.0,3,4,1,NAmes,1.0,6,7,1970,1970,5,7,180.0,3,3,8.0,3.0,1.0,5.0,1.0,1004,5,1,5.0,1004,1,0,1,0,2,1,3,5,8,1,3.0,5.0,3.0,2,480,3.0,3.0,3,0,0,0,0,0,0,0.0,0.0,700,3,2010,149000,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.016812721765585396,2.5827889040862995,1,0,0.42555169225542916,-0.062196752116511725
10791,1,0.0,4,4,1,Sawyer,1.0,4,5,1967,1967,5,7,0.0,3,3,0.0,0.0,0.0,0.0,0.0,0,3,1,5.0,1296,0,0,2,0,2,2,3,6,8,0,0.0,2.0,1.0,2,516,3.0,3.0,3,0,0,0,0,0,0,0.0,0.0,500,10,2006,90000,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,5.096663117331429,-1.011309207335521,0,2,0.30827860755213615,0.332519228833672
13695,1,0.0,4,4,1,SawyerW,1.0,5,5,2004,2004,5,7,0.0,3,3,8.0,3.0,1.0,6.0,1.0,1114,5,1,5.0,1114,1,0,1,1,3,1,4,6,8,0,0.0,1.0,1.0,2,576,3.0,3.0,3,0,102,0,0,0,0,0.0,0.0,0,6,2008,159000,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,-1.0232075933776208,-1.3084767982966041,2,0,0.21516008953691937,-0.3938603935225218
7449,1,1.0,4,3,1,IDOTRR,1.25,7,7,1930,1950,5,7,0.0,3,3,8.0,3.0,1.0,1.0,1.0,637,5,1,3.0,1108,0,0,1,0,3,1,4,6,8,1,4.0,5.0,1.0,1,280,3.0,3.0,1,0,0,205,0,0,0,0.0,4.0,0,6,2007,139400,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,4.199079660559188,-2.844359341254004,0,2,-0.09827555991820094,-0.4155419404954968
9742,1,0.0,4,4,1,CollgCr,1.0,8,5,2002,2002,3,7,281.0,4,3,9.0,3.0,1.0,1.0,1.0,1777,5,1,5.0,1795,0,0,2,0,3,1,4,7,8,1,4.0,5.0,2.0,2,534,3.0,3.0,3,171,159,0,0,0,0,0.0,0.0,0,9,2008,230000,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,-4.458467621133027,-1.8271546860645516,2,1,-0.3298425402228337,-0.02681414570460833
4224,1,0.0,4,4,1,MeadowV,1.0,5,7,1976,1976,5,7,0.0,3,3,9.0,3.0,1.0,6.0,1.0,1040,3,1,5.0,1060,1,0,1,0,3,1,3,6,8,1,3.0,5.0,1.0,2,572,3.0,3.0,3,100,110,0,0,0,0,0.0,0.0,0,6,2007,129900,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.7162985167844163,-1.0512573317684246,3,3,-0.24813339116734118,-0.33491520658369744
8246,1,0.0,3,4,1,Sawyer,1.0,5,8,1968,2001,5,7,0.0,3,4,8.0,3.0,2.0,3.0,5.0,1060,5,1,5.0,1060,1,0,1,0,3,1,4,6,8,1,3.0,5.0,1.0,1,270,3.0,3.0,3,406,90,0,0,0,0,0.0,3.0,0,5,2010,154000,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.4212888855274594,3.6849075240082376,1,0,-0.227495117776466,0.091756359049908
14230,1,0.0,4,4,1,NridgHt,1.0,8,5,2007,2007,5,7,640.0,4,3,9.0,3.0,1.0,1.0,1.0,1566,5,1,5.0,1600,0,0,2,0,3,1,4,7,8,1,4.0,5.0,2.0,3,890,3.0,3.0,3,0,56,0,0,0,0,0.0,0.0,0,7,2009,256300,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,-5.300277234865326,-2.278669428302274,2,1,0.22852935407976085,0.15483970250506637
7200,1,0.0,4,4,1,NAmes,1.0,5,7,1951,2000,5,7,0.0,3,3,8.0,3.0,2.0,4.0,3.0,900,3,1,5.0,900,0,1,1,0,3,1,4,5,8,0,0.0,1.0,1.0,2,576,3.0,3.0,3,222,32,0,0,0,0,0.0,0.0,0,5,2010,134800,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2.1130053765641685,1.8125946669313364,3,0,0.35311633880398907,-0.1516042641497523
11478,1,0.0,4,4,1,NridgHt,1.0,8,5,2007,2008,5,7,200.0,4,3,10.0,3.0,1.0,6.0,1.0,1704,5,1,5.0,1704,1,0,2,0,3,1,4,7,8,1,4.0,5.0,2.0,3,772,3.0,3.0,3,0,50,0,0,0,0,0.0,0.0,0,5,2010,306000,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,-5.4689941332997005,-2.078547538156453,2,1,0.21999285076971378,-0.21936238928166676
16321,1,0.0,3,4,1,NAmes,1.0,5,6,1957,1997,5,7,0.0,3,3,8.0,3.0,4.0,4.0,1.0,1484,3,1,5.0,1600,1,0,1,0,2,1,3,6,8,2,4.0,5.0,2.0,1,319,3.0,3.0,3,288,258,0,0,0,0,0.0,0.0,0,12,2006,207500,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,-0.04514180119094353,2.705027305847261,1,0,-0.2507105184748391,-0.08796058260679349
6324,1,0.0,3,4,1,BrkSide,1.0,4,6,1927,1950,5,7,0.0,3,3,8.0,3.0,1.0,1.0,1.0,520,2,0,5.0,520,0,0,1,0,1,1,2,4,8,0,0.0,1.0,1.0,1,240,2.0,3.0,3,49,0,87,0,0,0,0.0,0.0,0,5,2008,68500,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,7.68697588395499,-2.015547028982904,0,2,-0.1439572819858744,0.30937043788877655
8500,1,2.0,4,4,1,IDOTRR,2.0,4,4,1920,1950,4,7,0.0,3,2,8.0,3.0,1.0,1.0,1.0,649,3,0,5.0,1317,0,0,1,0,3,1,3,6,8,0,0.0,1.0,1.0,1,250,3.0,2.0,1,0,54,172,0,0,0,0.0,3.0,0,7,2008,40000,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,6.827457475158674,-2.7158788899425645,0,2,0.31942727972392887,0.04862089645204889
8544,1,0.0,3,4,1,Sawyer,1.0,5,6,1966,2006,5,7,0.0,3,3,8.0,3.0,1.0,1.0,1.0,1228,4,1,5.0,1228,0,0,1,1,3,1,4,6,8,0,0.0,5.0,1.0,1,271,3.0,3.0,3,0,65,0,0,0,0,0.0,3.0,0,6,2008,149350,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1.0876377416039422,2.667336890538827,3,0,0.04424669394940487,0.40393537783413486
11049,1,0.0,4,4,1,CollgCr,1.0,8,5,2007,2007,5,7,0.0,4,3,10.0,3.0,3.0,1.0,1.0,1234,5,1,5.0,1234,0,0,2,0,3,1,4,7,8,0,0.0,5.0,2.0,2,484,3.0,3.0,3,0,30,0,0,0,0,0.0,0.0,0,1,2008,179900,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,-2.8698374598975325,-2.237184554994625,2,1,-0.34271112776358253,-0.3291893299122641
